doi,title,authors,category,fetch_date,verdict,confidence,super_category,sub_category,reason
10.64898/2026.01.23.701313,Small brown planthopper infestation enhances it reproduction and insecticide tolerance by manipulating glucose distribution and levels in rice,"Zhang, H.; Zhang, Q.; Ge, H.; Wei, J.; Qian, K.; Liu, X.; Li, H.; Wang, J.",cell-biology,2026-05-02,NOT_RELEVANT,HIGH,,,"Biological study of insect-plant interactions using molecular approaches, not a single-cell method, tool, or resource."
10.64898/2026.04.30.721456,Spatially Resolved Microglial State Transitions Govern Strain-Specific Zika Neuropathogenesis,"Hasib, M. M.; Meng, W.; Mena, G.; Halloway, H.; Ramos da Silva, S.; Kohanbash, G.; Huang, Y.; Gao, S.-J.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,Application paper using spatial transcriptomics to investigate viral neuropathogenesis; reports biological findings rather than developing methods or resources.
10.64898/2026.04.29.721559,Spatiotemporal Modeling of GPCR Signaling: The Role of Endosomal Dynamics and Receptor Recycling,"Weckel, C.; Gourdon, J.; Darrigade, L.; Jugnarain, V.; Crepieux, P.; Reiter, E.; Jean-Alphonse, F.; Haar, S.; Yvinec, R.",systems-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Mathematical modeling of GPCR signaling dynamics; no single-cell omics method, tool, or resource contribution."
10.64898/2026.04.29.721777,Sphk1-S1P signaling drives blood-brain barrier breakdown after intracerebral hemorrhage via HIF-1α-dependent upregulation of Bsg-MMP-9,"Feng, M.; Qin, Q.; Zhang, K.; Yu, M.; Wang, F.; Li, Z.; Chang, J.; Guo, F.",cell-biology,2026-05-06,NOT_RELEVANT,HIGH,,,"Biological mechanism study of intracerebral hemorrhage using scRNA-seq and ATAC-seq; findings are the contribution, not methods/tools."
10.64898/2026.03.04.709625,Stress-Encoded Mitochondrial Plasticity: ATF4 Control of Mega-Mitochondria and Nanotunnel Communication,"Crabtree, A.; Thapliyal, S.; Khan, M.; Garza Lopez, E.; Marshall, A. G.; Hernandez Perez, C. P.; Kovtun, O.; Schafer, J. C.; Pulatani, D.; Kim, Y.; Masenga, S. K.; Kirabo, A.; Afolabi, J.; McReynolds, M.; Pereira, R. O.; Katti, P.; Glancy, B.; Hinton, A.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Biological findings about ATF4-driven mitochondrial remodeling; uses imaging/molecular methods, not single-cell omics."
10.64898/2026.04.30.721884,Systems modeling identifies phenotype-determining signaling pathways controlled by phosphatase PTPRJ in diverse receptor tyrosine kinase activation settings,"Hart, W. S.; Knight, K. M.; Rizzo, S.; Lee, S. H.; Fetter, R.; Thevenin, D.; Lazzara, M. J.",systems-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Application paper reporting biological findings about PTPRJ signaling in cancer cells, not a method or resource."
10.64898/2026.04.30.721824,Systems-Level Transcriptomics Maps Multilevel Remodeling and Pathway-Selective Translational Alignment Across Murine Models of Cardiometabolic HFpEF,"Forouzandehmehr, A.",systems-biology,2026-05-04,NOT_RELEVANT,HIGH,,,Application paper reporting biological findings about HFpEF pathophysiology using existing RNA-seq and analysis methods.
10.64898/2026.04.29.721593,TORC1 spatial segregation and hysteresis are regulated by the small GTPase Arf1,"Enkler, L.; Nuredini, T.; Mironov, A.; Ritz, D.; Wang, C.; Zavolan, M.; Spang, A.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,"Biological mechanism paper on TORC1 regulation; uses standard yeast methods, not single-cell omics methods."
10.64898/2026.04.29.721573,Temporal tracking of Synaptobrevin-1 trafficking reveals SAM-4/BORC-dependent trafficking routes in C. elegans neurons,"Chauhan, B. S.; Kunwar, A.; Koushika, S. P.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Cell biology study using established live-cell imaging; findings about synaptic vesicle trafficking, not a method or resource."
10.1101/2025.06.06.658389,The Anti-Inflammatory Role of GPNMB in Post-Traumatic Osteoarthritis,"Al-Adlaan, A. A.; Cook, B.; Hussein, N. J.; Jaber, F. J.; Kronk, T. A.; Solorzano, E.; Frangiamore, S.; Ball, H. C.; Safadi, F. F.",cell-biology,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological research paper reporting disease mechanisms in osteoarthritis; no new method, tool, or resource."
10.64898/2026.04.28.721048,The Human Pleiotropic Map of GWAS Associations and Therapeutic Implications,"Tsepilov, Y. A.; Suveges, D.; Considine, D.; Szyszkowski, S.; Ge, X. J.; Lopez Santiago, I.; Rusina, P.; Alegbe, T.; Ho, V. W.; Tsukanov, K.; Roldan-Romero, J. M.; Smit, I. A.; Cornu, H.; Harris, L.; Alasoo, K.; Predeus, A.; Lessard, S.; Chatelain, C.; Khader, S.; Yang, S.; O'Carroll, A.; Aulchenko, Y. S.; Seaton, D.; Buniello, A.; Birney, E.; Fauman, E. B.; McCarthy, M. I.; Hulcoop, D. G.; Trynka, G.; McDonagh, E. M.; Ochoa, D.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,"Application paper using GWAS for drug target discovery; no new single-cell method, tool, or resource."
10.64898/2026.05.01.722185,The Interaction Between Miro and TRAK is not Required for Bulk Mitochondrial Trafficking,"Covill-Cooke, C.; Owens, M.; Prokop, A.; Kornmann, B.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Biological finding about Miro-TRAK interaction in mitochondrial trafficking, not a method, tool, or resource for single-cell analysis."
10.64898/2026.04.28.721503,The Nuclear Pore Complex Facilitates Centriole-Nuclear Attachment in Spermatids,"Buglak, D. B.; Galletta, B. J.; Rusan, N. M.",cell-biology,2026-05-01,NOT_RELEVANT,HIGH,,,"Biological study of nuclear pore complex function in spermatogenesis; no single-cell method, tool, or resource contribution."
10.64898/2026.05.04.721407,The contribution of short tandem repeats to splicing variation in the human cortex,"Li, Y.; Margoliash, J.; Goren, A.; Gymrek, M.",genomics,2026-05-06,NOT_RELEVANT,HIGH,,,"Biological findings paper using RNA-seq to characterize STR-mediated splicing and disease associations, not a method or resource."
10.1101/2025.06.02.657473,The mutational dynamics of the Arabidopsis centromeres,"Dong, X.; Jiao, W.-B.; Goldkuhle, L.; Rabanal, F. A.; Amar, S.; Parker, M. T.; Campoy, J. A.; Tao, Y.; Huettel, B.; Ton, J.; Smith, L. M.; Puchta, H.; Weigel, D.; Schneeberger, K.",genomics,2026-05-05,NOT_RELEVANT,HIGH,,,"Evolutionary genomics study of centromere mutations; no single-cell methods, tools, or resources introduced."
10.1101/2025.07.07.663495,The phylodynamic threshold of measurably evolving populations,"Weber, A.; Kende, J.; Duitama Gonzalez, C.; Oeversti, S.; Duchene, S.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,"Phylodynamic methods paper focused on viral evolution and molecular clocks, not single-cell omics methods or tools."
10.64898/2026.04.29.721342,TorchLIMIX: GPU-accelerated multivariate genome-wideassociation studies,"Horn, B. M.; Nikoloski, Z.; Lippert, C.",bioinformatics,2026-05-02,NOT_RELEVANT,HIGH,,,GWAS tool for plant genetics; not single-cell or spatial omics focused.
10.64898/2026.05.03.722406,Transcription initiation profiling defines the regulatory logic of astrocyte gene regulation,"Kumar, A.; Zuo, Y.; Formoli, N.; Sun, D.; Pokhrel, N.; Guzman, C.; Heinz, S.; Benner, C.; Telese, F.",genomics,2026-05-04,NOT_RELEVANT,HIGH,,,"Biological findings paper using existing transcriptomics methods; no new method, tool, or resource contribution."
10.64898/2026.04.30.721937,Transfer Learning Enables Drug-Target Interaction Prediction in Data-Scarce One-Carbon Metabolism,"Dalkiran, A.; Cho, T.; Atalay, M. V.; Shin, K. W. D.; Meliton, A. Y.; Woods, P. S.; Shamaa, O. R.; Hamanaka, R. B.; Mutlu, G. M.; Cetin-Atalay, R.",bioinformatics,2026-05-05,NOT_RELEVANT,HIGH,,,"Paper applies transfer learning to drug-target prediction; primary contribution is a biological finding about fibroblast collagen/glycine, not a single-cell method or resource."
10.64898/2026.04.30.721936,Tropomyosin and Vinculin antagonistically mediate GPI-anchored protein nanoclustering,"Beru, S.; Massam-Wu, T.; Mayor, S.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Cell biology paper investigating protein interactions and membrane organization; no single-cell method, tool, or resource contribution."
10.64898/2026.04.29.721565,When lysosomes persist: resolving the proton-sponge paradox in nanoparticle-based intracellular delivery,"Van Zundert, I.; Huysecom, S.; Iven, T.; Krzyzowska, S.; Goyvaerts, V.; Leen, V.; Hofkens, J.; Uji-i, H.; Fortuni, B.; Rocha, S.",cell-biology,2026-05-03,NOT_RELEVANT,HIGH,,,"Mechanistic study of nanoparticle-lysosome interactions for drug delivery, not a single-cell method or resource."
10.64898/2026.04.28.721529,Whole-Genome sequencing of Indigenous Withania somnifera accession and comparative cytochrome P450 phylogenomics,"gupta, S.; Misra, P.; Singh, R.; Dhar, M. K.",genomics,2026-05-01,NOT_RELEVANT,HIGH,,,Plant genomics study focused on CYP450 annotation and evolution; no single-cell omics methods or resources.
10.64898/2026.03.12.711438,"c-MYC is an aggregation-prone, amyloidogenic protein","Lin, L.; Chuang, K.-H.; Dai, C.",cell-biology,2026-05-05,NOT_RELEVANT,HIGH,,,"Biological discovery paper about c-MYC protein aggregation and apoptosis; does not introduce single-cell methods, tools, or resources."
10.64898/2026.05.04.722648,mTORC1 supports progression toward activation competence in quiescent adult neural stem cells,"Thetiot, M.; Taing, L.; Morizet, D.; Letort, G.; Bally-Cuif, L.",cell-biology,2026-05-06,NOT_RELEVANT,HIGH,,,"Biological findings about mTORC1 in neural stem cells; scRNA-seq is a tool, not the contribution."
